id,yield
15472,7083.1577
15473,5358.032
15474,6825.46
15475,5130.255
15476,5384.913
15477,5666.9067
15478,4700.42
15479,7411.3247
15480,6904.67
15481,6402.0874
15482,5931.18
15483,7078.981
15484,6600.5527
15485,7330.4043
15486,6275.91
15487,7745.168
15488,6966.59
15489,5556.224
15490,6566.115
15491,6843.6553
15492,5094.4087
15493,7339.4697
15494,6411.8745
15495,7076.5215
15496,6667.5127
15497,4730.218
15498,6741.6367
15499,7102.52
15500,7403.96
15501,5466.4473
15502,7659.153
15503,7375.119
15504,6376.0674
15505,6371.0503
15506,4319.901
15507,4772.7397
15508,6357.955
15509,3782.0125
15510,5120.062
15511,6329.1763
15512,5500.6562
15513,6748.3687
15514,7952.441
15515,6443.5283
15516,5150.3525
15517,7899.3506
15518,7085.959
15519,7110.9766
15520,5658.922
15521,6442.5396
15522,6439.4873
15523,6739.782
15524,7213.1504
15525,5433.158
15526,5615.2417
15527,4189.073
15528,3894.2466
15529,7222.945
15530,6742.022
15531,6585.8267
15532,7082.836
15533,4650.5356
15534,8010.5405
15535,3768.9785
15536,6688.8057
15537,5737.5547
15538,6536.626
15539,7246.6562
15540,6115.617
15541,6522.0586
15542,7228.551
15543,7074.2935
15544,4583.7207
15545,4850.6035
15546,7643.683
15547,5566.327
15548,6026.503
15549,6959.771
15550,6610.1074
15551,7050.94
15552,6542.8843
15553,4313.7715
15554,5499.9077
15555,6223.66
15556,6754.989
15557,6818.3184
15558,3975.8267
15559,5531.7056
15560,7207.802
15561,5400.131
15562,7527.868
15563,6803.3125
15564,4211.249
15565,6499.5376
15566,7070.6436
15567,6491.3203
15568,3428.9287
15569,4289.634
15570,5153.818
15571,5273.5693
15572,3906.3694
15573,5824.4917
15574,6293.852
15575,6559.058
15576,4257.1553
15577,5964.844
15578,6775.6465
15579,3233.641
15580,7494.2603
15581,7152.3364
15582,7232.5884
15583,3276.0383
15584,5520.9526
15585,3873.8667
15586,6318.764
15587,7814.5474
15588,6480.7827
15589,5548.385
15590,5223.727
15591,6169.155
15592,7745.158
15593,7067.501
15594,6645.0806
15595,4164.3525
15596,4464.4287
15597,4992.0586
15598,5362.412
15599,5610.46
15600,5456.457
15601,6075.8096
15602,7433.461
15603,5052.103
15604,6603.725
15605,7274.8047
15606,7280.21
15607,5745.2124
15608,6773.7983
15609,7312.9727
15610,6635.208
15611,4703.2056
15612,5011.1167
15613,6459.6704
15614,4469.847
15615,6257.345
15616,6196.576
15617,5349.7246
15618,6691.919
15619,6782.2036
15620,5053.148
15621,4175.712
15622,4222.7227
15623,5351.936
15624,5288.0625
15625,4201.5605
15626,7401.0566
15627,5465.5703
15628,6007.481
15629,5795.067
15630,5413.9683
15631,5759.6914
15632,5842.4404
15633,4673.841
15634,7149.3496
15635,5202.4897
15636,7353.8735
15637,5801.153
15638,6003.4434
15639,3579.96
15640,5658.5005
15641,7023.9375
15642,6686.968
15643,4381.0547
15644,6288.8584
15645,5566.327
15646,5807.4805
15647,7896.284
15648,5611.9355
15649,6834.4785
15650,8163.8257
15651,5532.8716
15652,8177.126
15653,4992.4062
15654,6981.843
15655,4676.6406
15656,7170.5757
15657,5520.915
15658,6647.3716
15659,7318.6094
15660,7567.4595
15661,7225.7217
15662,6662.4795
15663,7406.4204
15664,4439.5537
15665,4341.7607
15666,4878.5537
15667,6918.4824
15668,7309.149
15669,5339.4604
15670,6550.1143
15671,5700.102
15672,5197.063
15673,7165.6836
15674,6358.831
15675,4604.485
15676,5456.579
15677,5459.751
15678,7417.7974
15679,6738.076
15680,4702.426
15681,7305.816
15682,6405.785
15683,5689.076
15684,6542.06
15685,6501.8247
15686,7516.186
15687,5585.0454
15688,7329.923
15689,7195.2715
15690,6702.575
15691,6148.656
15692,5413.9683
15693,6849.751
15694,6540.1353
15695,6296.896
15696,7179.02
15697,5486.6025
15698,7210.8013
15699,5422.0723
15700,7137.891
15701,3974.8496
15702,4610.551
15703,3187.8965
15704,4257.827
15705,6156.0635
15706,6186.2944
15707,6109.637
15708,6238.4404
15709,7206.076
15710,6974.5806
15711,6363.579
15712,7198.3574
15713,5537.4473
15714,4040.031
15715,5568.202
15716,6396.9067
15717,5273.9717
15718,5536.716
15719,6287.0493
15720,4701.008
15721,5465.612
15722,6834.4785
15723,6427.371
15724,5216.294
15725,5330.983
15726,6893.2104
15727,7165.9307
15728,4999.1543
15729,5486.4653
15730,4689.2153
15731,5044.366
15732,7355.1875
15733,6365.371
15734,7268.709
15735,5177.729
15736,6725.8213
15737,6770.6753
15738,3479.4724
15739,3797.0325
15740,7142.568
15741,5542.8916
15742,6189.532
15743,4487.797
15744,6619.329
15745,7716.591
15746,6405.9946
15747,5343.4805
15748,7262.8833
15749,5574.4985
15750,6200.5713
15751,5509.886
15752,7173.672
15753,6468.6465
15754,5977.5117
15755,5987.9814
15756,6804.3364
15757,5526.9233
15758,5501.118
15759,5495.4316
15760,5571.8013
15761,5338.236
15762,3519.4336
15763,5630.076
15764,8081.155
15765,7184.58
15766,8060.924
15767,6084.923
15768,5609.472
15769,4423.5024
15770,4354.6606
15771,5480.936
15772,6066.739
15773,6592.5786
15774,3693.842
15775,6681.2534
15776,5779.195
15777,7996.2266
15778,6197.158
15779,7673.3623
15780,6172.6743
15781,6443.0557
15782,6677.9927
15783,8078.6157
15784,7623.4155
15785,7681.12
15786,6413.9844
15787,6773.3037
15788,4368.8667
15789,4879.675
15790,5601.0083
15791,6355.9507
15792,6793.8975
15793,6368.6216
15794,6745.043
15795,5898.014
15796,7801.2197
15797,6655.434
15798,4500.9014
15799,7171.395
15800,6707.854
15801,5524.1973
15802,4847.816
15803,5927.7495
15804,7098.44
15805,6471.481
15806,7645.128
15807,5006.035
15808,4602.887
15809,7669.3516
15810,6049.64
15811,7239.0645
15812,5963.7173
15813,5360.8496
15814,5877.588
15815,7326.592
15816,6576.5845
15817,3805.7751
15818,7250.0225
15819,7272.9233
15820,4851.6895
15821,7156.9907
15822,6033.8125
15823,6203.6943
15824,5754.4863
15825,7224.028
15826,6176.545
15827,5950.166
15828,4689.028
15829,4550.6006
15830,3724.2334
15831,7691.5034
15832,4175.7515
15833,4497.171
15834,6327.03
15835,7196.583
15836,7146.902
15837,3490.8582
15838,7727.2593
15839,4630.169
15840,7953.963
15841,3837.8142
15842,6831.725
15843,5657.588
15844,5966.398
15845,5471.736
15846,7015.8877
15847,7566.4395
15848,5701.823
15849,5449.6646
15850,6878.574
15851,7151.707
15852,8170.678
15853,7214.467
15854,5421.8735
15855,3776.746
15856,4228.7417
15857,6017.069
15858,5618.113
15859,4847.186
15860,8248.029
15861,5879.767
15862,6399.4346
15863,7550.774
15864,5533.668
15865,7601.5205
15866,6586.6333
15867,5488.639
15868,7786.7925
15869,5055.253
15870,7377.884
15871,5677.361
15872,7554.7817
15873,8221.334
15874,8257.699
15875,7569.961
15876,6167.1284
15877,6301.079
15878,7931.222
15879,7326.312
15880,8152.467
15881,4667.806
15882,7319.237
15883,6576.155
15884,6513.2603
15885,5402.3804
15886,4979.91
15887,6797.763
15888,4444.164
15889,6850.098
15890,6229.8384
15891,6141.9688
15892,4526.804
15893,5477.831
15894,5009.063
15895,5817.5923
15896,6525.7847
15897,6619.004
15898,5281.5293
15899,7290.416
15900,5635.15
15901,6878.393
15902,5418.0005
15903,6214.106
15904,5577.5635
15905,8094.168
15906,6768.279
15907,7264.8735
15908,5617.359
15909,5432.8623
15910,5933.195
15911,6357.4756
15912,6793.52
15913,7097.785
15914,5491.2026
15915,6416.6885
15916,5002.3516
15917,5497.645
15918,4289.5454
15919,7157.6553
15920,5767.0825
15921,5766.8
15922,7293.0273
15923,4863.5757
15924,5348.4004
15925,7116.8457
15926,6668.765
15927,3680.4888
15928,5435.9976
15929,6490.657
15930,6839.667
15931,6862.3877
15932,3694.1445
15933,4823.1157
15934,6269.82
15935,6108.23
15936,3933.4966
15937,6781.783
15938,6448.5117
15939,6934.4
15940,5746.2627
15941,6541.844
15942,7778.487
15943,7748.2466
15944,4958.693
15945,5515.795
15946,6053.8374
15947,4184.048
15948,4472.2104
15949,2795.73
15950,8292.957
15951,5644.1387
15952,6152.98
15953,5357.394
15954,7124.909
15955,6199.035
15956,6010.8423
15957,6380.317
15958,6802.6772
15959,6225.3696
15960,6667.481
15961,5454.264
15962,4872.2466
15963,7276.745
15964,5852.215
15965,6220.3384
15966,3140.6025
15967,6138.119
15968,6142.121
15969,4211.8076
15970,6699.282
15971,5390.8086
15972,6440.1714
15973,6348.665
15974,6467.031
15975,8208.356
15976,6519.7705
15977,7786.3403
15978,7729.06
15979,7396.205
15980,6964.605
15981,4734.2715
15982,6736.537
15983,7281.69
15984,7192.253
15985,4245.424
15986,6357.9116
15987,3544.5803
15988,5824.4453
15989,6682.1543
15990,5572.3354
15991,6999.1294
15992,4157.0757
15993,5120.579
15994,5711.8833
15995,5624.5366
15996,7221.4326
15997,5304.353
15998,6656.7725
15999,6525.496
16000,7826.2427
16001,6754.7217
16002,3839.3777
16003,6249.345
16004,5596.3003
16005,7106.671
16006,7292.593
16007,3753.3953
16008,5350.368
16009,3767.0413
16010,3243.3926
16011,6312.911
16012,7256.239
16013,7465.616
16014,5826.2075
16015,6358.4624
16016,5341.359
16017,5982.334
16018,6830.1753
16019,7384.8096
16020,5884.4995
16021,7526.393
16022,6303.385
16023,5405.211
16024,6780.7314
16025,4249.038
16026,6349.966
16027,5484.943
16028,7458.1772
16029,6273.465
16030,3183.5684
16031,5746.393
16032,6303.1562
16033,6421.776
16034,4934.3423
16035,7265.3765
16036,6749.4224
16037,4324.229
16038,5487.7095
16039,3206.3198
16040,5589.7896
16041,6732.856
16042,6525.7847
16043,6886.411
16044,4512.726
16045,4238.802
16046,6359.847
16047,3805.2905
16048,3868.4631
16049,8046.664
16050,5788.0303
16051,7038.1523
16052,6030.1826
16053,3727.8262
16054,5410.0923
16055,7242.456
16056,8152.686
16057,2766.0142
16058,6026.5117
16059,5426.554
16060,7216.055
16061,3985.0688
16062,7213.893
16063,5983.235
16064,6242.789
16065,6223.129
16066,6779.747
16067,6967.935
16068,5752.8477
16069,4179.74
16070,5744.6577
16071,4953.005
16072,6645.348
16073,5191.674
16074,5580.232
16075,6655.5596
16076,7872.929
16077,7235.179
16078,6636.847
16079,6658.181
16080,6686.5645
16081,4628.7896
16082,6488.364
16083,3270.4133
16084,6958.1294
16085,5486.2334
16086,7096.0166
16087,6785.2324
16088,7358.4487
16089,5871.135
16090,6886.6836
16091,5684.6836
16092,6724.3623
16093,4429.4033
16094,6336.062
16095,4608.243
16096,4252.935
16097,6498.144
16098,7313.7944
16099,6374.126
16100,7114.9595
16101,6793.8975
16102,7739.957
16103,7829.573
16104,4305.4863
16105,4631.1914
16106,6324.683
16107,4184.0884
16108,7109.2915
16109,5924.0757
16110,3208.1326
16111,3761.5977
16112,4597.403
16113,7028.588
16114,5672.7993
16115,7718.5845
16116,6840.839
16117,5069.898
16118,6438.5938
16119,6457.579
16120,4907.514
16121,5472.6016
16122,5576.479
16123,4050.3943
16124,5519.0967
16125,7158.2905
16126,6857.7183
16127,6971.569
16128,6491.572
16129,7211.1455
16130,7786.613
16131,6812.013
16132,6767.992
16133,6372.4575
16134,3917.5293
16135,3613.5728
16136,4335.4253
16137,7571.5586
16138,2611.396
16139,7302.9404
16140,8037.897
16141,5074.734
16142,4327.6973
16143,7262.1675
16144,7102.6123
16145,6640.6284
16146,3381.8926
16147,6101.5522
16148,6572.9644
16149,6413.932
16150,4970.669
16151,5687.8774
16152,7485.082
16153,3763.7122
16154,4039.221
16155,6263.5063
16156,4686.608
16157,5861.038
16158,6414.912
16159,5308.565
16160,5351.936
16161,7176.066
16162,7762.014
16163,3664.5183
16164,4478.9146
16165,7294.54
16166,7117.282
16167,4741.773
16168,3923.3496
16169,4127.019
16170,6185.458
16171,5872.9453
16172,8136.6855
16173,6535.28
16174,8226.025
16175,6027.902
16176,6383.3496
16177,6794.7236
16178,4840.6665
16179,5568.7144
16180,6944.827
16181,6393.6987
16182,5414.261
16183,5993.66
16184,5743.569
16185,5576.0254
16186,4062.231
16187,5803.8564
16188,6929.2466
16189,6202.2715
16190,7303.133
16191,6613.3926
16192,5724.98
16193,6190.7466
16194,8292.145
16195,7234.225
16196,7365.737
16197,6855.1987
16198,5381.2656
16199,5473.421
16200,5644.6865
16201,6977.927
16202,6198.647
16203,5930.647
16204,4214.9873
16205,5680.3306
16206,5441.906
16207,5156.7207
16208,5328.551
16209,7502.3105
16210,7520.3984
16211,4802.79
16212,4639.783
16213,5138.4644
16214,3332.2864
16215,6607.0005
16216,6749.423
16217,4587.7295
16218,7377.6123
16219,3699.0283
16220,6502.55
16221,8473.146
16222,6235.343
16223,6256.4653
16224,5318.268
16225,5589.1904
16226,5904.9883
16227,7649.874
16228,7455.592
16229,7128.454
16230,7199.2227
16231,5798.478
16232,3264.266
16233,4147.49
16234,6647.7573
16235,6173.17
16236,5791.4644
16237,7190.0605
16238,5943.729
16239,5853.8926
16240,5739.661
16241,3670.684
16242,7181.2314
16243,3557.2837
16244,7062.6025
16245,7261.3584
16246,5700.545
16247,7278.432
16248,7508.6846
16249,7505.951
16250,5689.812
16251,6183.0493
16252,4673.8457
16253,8357.377
16254,5478.8423
16255,6401.2764
16256,7571.9717
16257,7492.853
16258,5127.1216
16259,6563.6597
16260,3839.748
16261,3354.6287
16262,6920.0693
16263,6997.4453
16264,6146.1294
16265,8147.651
16266,5881.118
16267,5515.559
16268,5640.347
16269,6662.847
16270,6245.8813
16271,6484.564
16272,5255.5386
16273,6014.8877
16274,4547.827
16275,6527.734
16276,6758.642
16277,7247.763
16278,7255.011
16279,6156.0635
16280,5500.684
16281,4343.224
16282,6536.8887
16283,7076.2686
16284,6760.6494
16285,5756.784
16286,5120.9995
16287,5667.781
16288,5410.377
16289,6403.714
16290,7672.7417
16291,4128.1436
16292,4323.0137
16293,4364.8564
16294,8268.011
16295,5707.6646
16296,3801.473
16297,3801.7095
16298,7274.3535
16299,4475.1777
16300,6559.058
16301,7417.2646
16302,3835.7883
16303,5331.058
16304,4568.524
16305,5571.562
16306,6832.5327
16307,8186.402
16308,5021.532
16309,7422.8643
16310,3458.4917
16311,4169.315
16312,6006.963
16313,6984.1216
16314,7327.5454
16315,4306.1704
16316,3745.856
16317,8266.731
16318,5571.8794
16319,5784.152
16320,4816.2266
16321,5683.3843
16322,4925.4873
16323,6744.8804
16324,7600.7007
16325,4172.7817
16326,7836.184
16327,5850.336
16328,6365.581
16329,4208.8926
16330,4254.202
16331,5810.513
16332,7163.3003
16333,4574.1567
16334,6334.0454
16335,6185.458
16336,6826.834
16337,4267.922
16338,6168.5938
16339,6356.2905
16340,5748.4565
16341,6551.5483
16342,7403.9443
16343,5674.38
16344,7758.41
16345,6426.746
16346,4336.3403
16347,7308.215
16348,5339.515
16349,6051.1543
16350,6398.6343
16351,7248.3164
16352,4112.4033
16353,7315.8667
16354,5821.353
16355,4568.7793
16356,6103.253
16357,5596.389
16358,5358.5513
16359,7427.7324
16360,6557.9336
16361,5926.872
16362,6404.5874
16363,5355.245
16364,7276.487
16365,4496.3613
16366,6903.9707
16367,6307.792
16368,5420.6157
16369,7796.6953
16370,7642.4287
16371,6729.8516
16372,5853.5586
16373,6901.7383
16374,5974.9404
16375,3381.7444
16376,3836.6355
16377,5604.576
16378,7538.7046
16379,4325.2676
16380,3797.659
16381,5554.186
16382,7457.6133
16383,5591.71
16384,5209.966
16385,6701.2324
16386,8252.198
16387,3545.1794
16388,6403.926
16389,4875.891
16390,5471.8794
16391,6366.9404
16392,4773.3535
16393,7777.54
16394,5669.7944
16395,6693.7324
16396,6345.7563
16397,5370.499
16398,4899.624
16399,5310.5796
16400,5991.888
16401,7320.5913
16402,3657.12
16403,6281.1313
16404,6887.451
16405,5187.1787
16406,5381.2656
16407,5766.3867
16408,6378.339
16409,7056.325
16410,4959.291
16411,6396.872
16412,3703.0933
16413,7478.924
16414,4392.3877
16415,5878.451
16416,6254.9688
16417,7580.9165
16418,7119.9644
16419,2567.944
16420,6223.6323
16421,4800.9263
16422,4848.4727
16423,7389.8145
16424,4100.0483
16425,5693.4004
16426,4337.543
16427,7109.135
16428,7345.587
16429,6092.56
16430,5607.801
16431,6392.14
16432,6790.125
16433,7191.71
16434,5426.9824
16435,7113.7153
16436,4655.8438
16437,7893.0835
16438,7317.6265
16439,5756.681
16440,6968.9917
16441,3677.1777
16442,3741.1667
16443,7552.2617
16444,3746.864
16445,7403.96
16446,6941.704
16447,4548.4365
16448,6694.554
16449,7136.979
16450,6257.1094
16451,3643.1814
16452,5309.2363
16453,6009.8384
16454,4237.679
16455,6204.1704
16456,3728.2979
16457,8238.942
16458,6653.0483
16459,6783.0337
16460,4752.9814
16461,3801.337
16462,4110.5737
16463,5341.359
16464,6305.9023
16465,6881.785
16466,7491.196
16467,5560.3037
16468,6287.641
16469,4281.6445
16470,5014.495
16471,5981.7695
16472,3751.0474
16473,7387.727
16474,8156.6685
16475,7711.832
16476,4117.09
16477,6773.686
16478,6509.8623
16479,6190.9004
16480,3689.492
16481,4138.2734
16482,6558.592
16483,5651.737
16484,7312.3833
16485,7207.8555
16486,5525.062
16487,3757.0823
16488,7314.965
16489,4674.559
16490,7197.3525
16491,4581.5034
16492,6855.1987
16493,6101.415
16494,5379.013
16495,5643.54
16496,6902.039
16497,6474.508
16498,4992.1157
16499,6346.8125
16500,6233.89
16501,7422.8643
16502,5960.4253
16503,4133.547
16504,5500.922
16505,6941.8633
16506,7076.127
16507,4606.28
16508,6432.8154
16509,3386.4675
16510,3758.246
16511,4462.8623
16512,6879.2417
16513,6538.745
16514,5844.73
16515,6103.005
16516,7438.731
16517,6233.022
16518,6766.927
16519,6402.8716
16520,7202.144
16521,7333.5776
16522,5529.409
16523,6539.504
16524,6699.7495
16525,6435.003
16526,6036.6343
16527,3773.5593
16528,5569.693
16529,5701.853
16530,8088.4233
16531,7709.9487
16532,2141.6318
16533,5859.541
16534,7348.002
16535,5956.55
16536,5982.775
16537,7360.0815
16538,6115.682
16539,4926.897
16540,2902.6606
16541,5526.351
16542,3707.451
16543,6013.603
16544,5716.2324
16545,7354.917
16546,7267.46
16547,6178.9854
16548,5421.0767
16549,3741.3994
16550,6224.0293
16551,7267.4946
16552,4326.158
16553,5588.3135
16554,6539.787
16555,5441.1743
16556,5829.095
16557,7287.054
16558,5924.381
16559,3604.749
16560,5550.208
16561,8213.434
16562,6098.3823
16563,6000.9043
16564,8147.898
16565,4896.5903
16566,6248.502
16567,7032.789
16568,5415.0757
16569,6408.19
16570,5589.408
16571,7500.3164
16572,7689.2334
16573,4941.5054
16574,6247.7954
16575,5538.7017
16576,4414.4873
16577,6079.456
16578,6067.575
16579,6383.0894
16580,8009.019
16581,5896.449
16582,7299.3057
16583,4501.523
16584,7355.9355
16585,6722.3535
16586,5466.4473
16587,5848.3687
16588,7410.374
16589,6175.4927
16590,6995.2095
16591,6387.626
16592,6909.52
16593,5407.3916
16594,4850.9155
16595,3760.2913
16596,6327.6675
16597,6420.3213
16598,6824.7793
16599,4597.229
16600,6614.16
16601,7444.535
16602,5314.4727
16603,4390.368
16604,5498.722
16605,7260.063
16606,6532.5703
16607,5114.515
16608,7370.3086
16609,5748.9556
16610,7814.112
16611,5911.423
16612,7195.1133
16613,5918.277
16614,3275.2979
16615,3698.1323
16616,7067.756
16617,3682.6375
16618,4283.385
16619,5437.486
16620,7420.208
16621,7805.7773
16622,6841.833
16623,7736.1855
16624,5481.259
16625,7061.033
16626,6313.9126
16627,8098.404
16628,6524.0996
16629,7420.154
16630,6622.465
16631,5376.869
16632,5564.9893
16633,6460.452
16634,6216.742
16635,5458.8115
16636,6276.059
16637,7132.6846
16638,5454.8833
16639,7429.284
16640,4647.654
16641,6712.0903
16642,4028.18
16643,6726.1973
16644,7332.267
16645,5844.0635
16646,4145.5205
16647,6567.9526
16648,6912.039
16649,6612.721
16650,7481.959
16651,5691.378
16652,6495.8926
16653,5989.0127
16654,5458.2993
16655,4264.6904
16656,5589.451
16657,6000.6934
16658,6658.0083
16659,5650.688
16660,6947.1963
16661,7177.936
16662,5410.7407
16663,3866.371
16664,7241.022
16665,5520.651
16666,5362.976
16667,5145.8027
16668,7705.86
16669,8022.3423
16670,5534.859
16671,6752.0303
16672,7637.0938
16673,5596.5044
16674,5758.0234
16675,7613.3394
16676,6266.025
16677,6801.1553
16678,2763.6917
16679,7166.9194
16680,5556.145
16681,4237.3193
16682,5639.741
16683,5559.8086
16684,4445.901
16685,5662.534
16686,6733.806
16687,5392.7705
16688,7346.802
16689,5458.212
16690,5337.6523
16691,5420.722
16692,6109.7334
16693,3386.7559
16694,5489.2446
16695,6991.9165
16696,4229.88
16697,4336.3486
16698,4721.5337
16699,6153.3403
16700,7277.5293
16701,4742.381
16702,5773.0933
16703,6312.1636
16704,4769.8525
16705,5962.2104
16706,6477.8296
16707,4126.735
16708,6776.9937
16709,6234.288
16710,8257.893
16711,5705.8823
16712,5653.635
16713,7920.253
16714,5766.0415
16715,7252.457
16716,7789.792
16717,7433.152
16718,4989.4087
16719,5732.048
16720,5451.5015
16721,7685.607
16722,4803.092
16723,4599.721
16724,2736.516
16725,5912.233
16726,7152.4575
16727,5458.0063
16728,6458.5273
16729,7089.061
16730,6760.727
16731,6203.245
16732,3250.5667
16733,5511.5903
16734,3464.2312
16735,4685.711
16736,5922.4517
16737,5416.0723
16738,5422.0713
16739,6291.754
16740,3823.6216
16741,7099.901
16742,5491.995
16743,7473.042
16744,6612.336
16745,6534.774
16746,4738.8477
16747,4247.436
16748,5434.805
16749,6517.1953
16750,7296.559
16751,7624.473
16752,7222.2607
16753,4895.332
16754,6731.461
16755,5543.1353
16756,5617.814
16757,4227.343
16758,4948.391
16759,5757.4326
16760,7468.3438
16761,7679.9727
16762,3717.7463
16763,6352.7593
16764,6028.166
16765,7114.0464
16766,6081.793
16767,5732.048
16768,5398.174
16769,4370.2026
16770,5735.518
16771,5692.2163
16772,6392.9595
16773,6837.3135
16774,6666.7754
16775,5571.753
16776,7051.964
16777,4208.64
16778,8086.8203
16779,5486.8726
16780,6637.078
16781,5173.086
16782,7203.456
16783,7392.233
16784,6249.7046
16785,6628.9966
16786,6071.4272
16787,5633.0596
16788,4902.382
16789,5504.045
16790,4590.2104
16791,8004.002
16792,6288.745
16793,4205.9453
16794,6821.173
16795,6847.39
16796,5552.5874
16797,6227.061
16798,4546.1123
16799,6238.466
16800,5605.336
16801,5743.1113
16802,3960.773
16803,7649.6333
16804,6534.9985
16805,7595.931
16806,6323.08
16807,6850.263
16808,6716.8877
16809,8026.5376
16810,7469.4067
16811,6165.7363
16812,4613.0425
16813,6993.5874
16814,6291.0015
16815,5009.8774
16816,5580.487
16817,6332.672
16818,7337.406
16819,7433.763
16820,4642.594
16821,4411.699
16822,5869.669
16823,7399.489
16824,7807.6274
16825,7088.4014
16826,7445.9185
16827,5462.3154
16828,8128.701
16829,5568.271
16830,5469.044
16831,7505.1797
16832,5877.5957
16833,8066.2754
16834,4672.301
16835,5456.2153
16836,3796.4763
16837,5924.3936
16838,6701.1826
16839,6194.551
16840,8660.49
16841,5100.474
16842,5810.9805
16843,5677.093
16844,6666.2515
16845,3385.6382
16846,7202.974
16847,7029.657
16848,4256.108
16849,5564.216
16850,6798.846
16851,5567.0547
16852,7853.5464
16853,6377.155
16854,7421.6304
16855,7324.0405
16856,7563.326
16857,3618.7751
16858,5548.6885
16859,5374.448
16860,4296.4194
16861,7232.1445
16862,7673.841
16863,7723.6577
16864,8066.6216
16865,8141.926
16866,7499.672
16867,3763.8652
16868,3156.828
16869,4952.661
16870,3828.1877
16871,6465.5493
16872,5400.2803
16873,6378.17
16874,6551.0376
16875,6141.135
16876,6772.683
16877,7275.4307
16878,6169.155
16879,6932.6797
16880,5590.567
16881,6693.808
16882,6492.858
16883,8053.8555
16884,6827.8916
16885,7113.5327
16886,6497.22
16887,5843.1367
16888,6264.2036
16889,7442.3887
16890,4810.69
16891,5577.301
16892,6338.2163
16893,4894.396
16894,5575.457
16895,5244.132
16896,4492.6934
16897,6785.93
16898,4449.8047
16899,7559.3057
16900,5846.3286
16901,6288.887
16902,6155.509
16903,6961.275
16904,5386.0757
16905,8243.916
16906,5969.2856
16907,4208.14
16908,6965.1646
16909,5463.0854
16910,7346.842
16911,7534.186
16912,6029.69
16913,5052.4717
16914,5011.156
16915,3912.056
16916,5567.395
16917,6015.059
16918,5746.894
16919,7138.614
16920,3484.7932
16921,6788.4795
16922,6369.13
16923,3224.7065
16924,2768.4883
16925,4231.638
16926,3852.6348
16927,3505.5073
16928,7303.7246
16929,6315.058
16930,5527.1465
16931,4541.94
